Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#loc+area,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,projected,2023-10-01,2023-12-31,3,807,0.1
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,projected,2023-10-01,2023-12-31,4,403,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye idps rural,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye (1),current,2023-08-01,2023-09-30,all,2531,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye (1),current,2023-08-01,2023-09-30,3+,379,0.15
Aug 2023,SOM,16955266,Awdal,Lughaye (1),current,2023-08-01,2023-09-30,1,1012,0.4
Aug 2023,SOM,16955266,Awdal,Lughaye (1),current,2023-08-01,2023-09-30,2,1138,0.45
Aug 2023,SOM,16955266,Awdal,Lughaye (1),current,2023-08-01,2023-09-30,3,253,0.1
Aug 2023,SOM,16955266,Awdal,Lughaye (1),current,2023-08-01,2023-09-30,4,126,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye (1),projected,2023-10-01,2023-12-31,all,2531,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye (1),projected,2023-10-01,2023-12-31,3+,253,0.1
Aug 2023,SOM,16955266,Awdal,Lughaye (1),projected,2023-10-01,2023-12-31,1,1265,0.5
Aug 2023,SOM,16955266,Awdal,Lughaye (1),projected,2023-10-01,2023-12-31,2,1012,0.4
Aug 2023,SOM,16955266,Awdal,Lughaye (1),projected,2023-10-01,2023-12-31,3,253,0.1
Aug 2023,SOM,16955266,Awdal,Lughaye (1),projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama,current,2023-08-01,2023-09-30,all,13905,1.0
Aug 2023,SOM,16955266,Awdal,Borama,current,2023-08-01,2023-09-30,3+,3476,0.25
Aug 2023,SOM,16955266,Awdal,Borama,current,2023-08-01,2023-09-30,1,5562,0.4
Aug 2023,SOM,16955266,Awdal,Borama,current,2023-08-01,2023-09-30,2,4866,0.35
Aug 2023,SOM,16955266,Awdal,Borama,current,2023-08-01,2023-09-30,3,2781,0.2
Aug 2023,SOM,16955266,Awdal,Borama,current,2023-08-01,2023-09-30,4,695,0.05
Aug 2023,SOM,16955266,Awdal,Borama,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama,projected,2023-10-01,2023-12-31,all,13905,1.0
Aug 2023,SOM,16955266,Awdal,Borama,projected,2023-10-01,2023-12-31,3+,2085,0.15
Aug 2023,SOM,16955266,Awdal,Borama,projected,2023-10-01,2023-12-31,1,6257,0.45
Aug 2023,SOM,16955266,Awdal,Borama,projected,2023-10-01,2023-12-31,2,5562,0.4
Aug 2023,SOM,16955266,Awdal,Borama,projected,2023-10-01,2023-12-31,3,1390,0.1
Aug 2023,SOM,16955266,Awdal,Borama,projected,2023-10-01,2023-12-31,4,695,0.05
Aug 2023,SOM,16955266,Awdal,Borama,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki idps,current,2023-08-01,2023-09-30,all,6726,1.0
Aug 2023,SOM,16955266,Awdal,Baki idps,current,2023-08-01,2023-09-30,3+,1344,0.2
Aug 2023,SOM,16955266,Awdal,Baki idps,current,2023-08-01,2023-09-30,1,2354,0.35
Aug 2023,SOM,16955266,Awdal,Baki idps,current,2023-08-01,2023-09-30,2,3026,0.45
Aug 2023,SOM,16955266,Awdal,Baki idps,current,2023-08-01,2023-09-30,3,1008,0.15
Aug 2023,SOM,16955266,Awdal,Baki idps,current,2023-08-01,2023-09-30,4,336,0.05
Aug 2023,SOM,16955266,Awdal,Baki idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki idps,projected,2023-10-01,2023-12-31,all,6726,1.0
Aug 2023,SOM,16955266,Awdal,Baki idps,projected,2023-10-01,2023-12-31,3+,1681,0.25
Aug 2023,SOM,16955266,Awdal,Baki idps,projected,2023-10-01,2023-12-31,1,2017,0.3
Aug 2023,SOM,16955266,Awdal,Baki idps,projected,2023-10-01,2023-12-31,2,3026,0.45
Aug 2023,SOM,16955266,Awdal,Baki idps,projected,2023-10-01,2023-12-31,3,1345,0.2
Aug 2023,SOM,16955266,Awdal,Baki idps,projected,2023-10-01,2023-12-31,4,336,0.05
Aug 2023,SOM,16955266,Awdal,Baki idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye,current,2023-08-01,2023-09-30,all,45568,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye,current,2023-08-01,2023-09-30,3+,11391,0.25
Aug 2023,SOM,16955266,Awdal,Lughaye,current,2023-08-01,2023-09-30,1,18227,0.4
Aug 2023,SOM,16955266,Awdal,Lughaye,current,2023-08-01,2023-09-30,2,15948,0.35
Aug 2023,SOM,16955266,Awdal,Lughaye,current,2023-08-01,2023-09-30,3,9113,0.2
Aug 2023,SOM,16955266,Awdal,Lughaye,current,2023-08-01,2023-09-30,4,2278,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Lughaye,projected,2023-10-01,2023-12-31,all,45568,1.0
Aug 2023,SOM,16955266,Awdal,Lughaye,projected,2023-10-01,2023-12-31,3+,6834,0.15
Aug 2023,SOM,16955266,Awdal,Lughaye,projected,2023-10-01,2023-12-31,1,20505,0.45
Aug 2023,SOM,16955266,Awdal,Lughaye,projected,2023-10-01,2023-12-31,2,18227,0.4
Aug 2023,SOM,16955266,Awdal,Lughaye,projected,2023-10-01,2023-12-31,3,4556,0.1
Aug 2023,SOM,16955266,Awdal,Lughaye,projected,2023-10-01,2023-12-31,4,2278,0.05
Aug 2023,SOM,16955266,Awdal,Lughaye,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama (1),current,2023-08-01,2023-09-30,all,139046,1.0
Aug 2023,SOM,16955266,Awdal,Borama (1),current,2023-08-01,2023-09-30,3+,41713,0.3
Aug 2023,SOM,16955266,Awdal,Borama (1),current,2023-08-01,2023-09-30,1,41713,0.3
Aug 2023,SOM,16955266,Awdal,Borama (1),current,2023-08-01,2023-09-30,2,55618,0.4
Aug 2023,SOM,16955266,Awdal,Borama (1),current,2023-08-01,2023-09-30,3,34761,0.25
Aug 2023,SOM,16955266,Awdal,Borama (1),current,2023-08-01,2023-09-30,4,6952,0.05
Aug 2023,SOM,16955266,Awdal,Borama (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama (1),projected,2023-10-01,2023-12-31,all,139046,1.0
Aug 2023,SOM,16955266,Awdal,Borama (1),projected,2023-10-01,2023-12-31,3+,41713,0.3
Aug 2023,SOM,16955266,Awdal,Borama (1),projected,2023-10-01,2023-12-31,1,41713,0.3
Aug 2023,SOM,16955266,Awdal,Borama (1),projected,2023-10-01,2023-12-31,2,55618,0.4
Aug 2023,SOM,16955266,Awdal,Borama (1),projected,2023-10-01,2023-12-31,3,34761,0.25
Aug 2023,SOM,16955266,Awdal,Borama (1),projected,2023-10-01,2023-12-31,4,6952,0.05
Aug 2023,SOM,16955266,Awdal,Borama (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac,current,2023-08-01,2023-09-30,all,1884,1.0
Aug 2023,SOM,16955266,Awdal,Zeylac,current,2023-08-01,2023-09-30,3+,282,0.15
Aug 2023,SOM,16955266,Awdal,Zeylac,current,2023-08-01,2023-09-30,1,753,0.4
Aug 2023,SOM,16955266,Awdal,Zeylac,current,2023-08-01,2023-09-30,2,847,0.45
Aug 2023,SOM,16955266,Awdal,Zeylac,current,2023-08-01,2023-09-30,3,188,0.1
Aug 2023,SOM,16955266,Awdal,Zeylac,current,2023-08-01,2023-09-30,4,94,0.05
Aug 2023,SOM,16955266,Awdal,Zeylac,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac,projected,2023-10-01,2023-12-31,all,1884,1.0
Aug 2023,SOM,16955266,Awdal,Zeylac,projected,2023-10-01,2023-12-31,3+,188,0.1
Aug 2023,SOM,16955266,Awdal,Zeylac,projected,2023-10-01,2023-12-31,1,942,0.5
Aug 2023,SOM,16955266,Awdal,Zeylac,projected,2023-10-01,2023-12-31,2,753,0.4
Aug 2023,SOM,16955266,Awdal,Zeylac,projected,2023-10-01,2023-12-31,3,188,0.1
Aug 2023,SOM,16955266,Awdal,Zeylac,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama urban,current,2023-08-01,2023-09-30,all,95524,1.0
Aug 2023,SOM,16955266,Awdal,Borama urban,current,2023-08-01,2023-09-30,3+,14328,0.15
Aug 2023,SOM,16955266,Awdal,Borama urban,current,2023-08-01,2023-09-30,1,38209,0.4
Aug 2023,SOM,16955266,Awdal,Borama urban,current,2023-08-01,2023-09-30,2,42985,0.45
Aug 2023,SOM,16955266,Awdal,Borama urban,current,2023-08-01,2023-09-30,3,9552,0.1
Aug 2023,SOM,16955266,Awdal,Borama urban,current,2023-08-01,2023-09-30,4,4776,0.05
Aug 2023,SOM,16955266,Awdal,Borama urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama urban,projected,2023-10-01,2023-12-31,all,95524,1.0
Aug 2023,SOM,16955266,Awdal,Borama urban,projected,2023-10-01,2023-12-31,3+,14328,0.15
Aug 2023,SOM,16955266,Awdal,Borama urban,projected,2023-10-01,2023-12-31,1,38209,0.4
Aug 2023,SOM,16955266,Awdal,Borama urban,projected,2023-10-01,2023-12-31,2,42985,0.45
Aug 2023,SOM,16955266,Awdal,Borama urban,projected,2023-10-01,2023-12-31,3,9552,0.1
Aug 2023,SOM,16955266,Awdal,Borama urban,projected,2023-10-01,2023-12-31,4,4776,0.05
Aug 2023,SOM,16955266,Awdal,Borama urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki idps rural,current,2023-08-01,2023-09-30,all,5785,1.0
Aug 2023,SOM,16955266,Awdal,Baki idps rural,current,2023-08-01,2023-09-30,3+,1156,0.2
Aug 2023,SOM,16955266,Awdal,Baki idps rural,current,2023-08-01,2023-09-30,1,2024,0.35
Aug 2023,SOM,16955266,Awdal,Baki idps rural,current,2023-08-01,2023-09-30,2,2603,0.45
Aug 2023,SOM,16955266,Awdal,Baki idps rural,current,2023-08-01,2023-09-30,3,867,0.15
Aug 2023,SOM,16955266,Awdal,Baki idps rural,current,2023-08-01,2023-09-30,4,289,0.05
Aug 2023,SOM,16955266,Awdal,Baki idps rural,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki idps rural,projected,2023-10-01,2023-12-31,all,5785,1.0
Aug 2023,SOM,16955266,Awdal,Baki idps rural,projected,2023-10-01,2023-12-31,3+,578,0.1
Aug 2023,SOM,16955266,Awdal,Baki idps rural,projected,2023-10-01,2023-12-31,1,2892,0.5
Aug 2023,SOM,16955266,Awdal,Baki idps rural,projected,2023-10-01,2023-12-31,2,2314,0.4
Aug 2023,SOM,16955266,Awdal,Baki idps rural,projected,2023-10-01,2023-12-31,3,578,0.1
Aug 2023,SOM,16955266,Awdal,Baki idps rural,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Awdal,Baki idps rural,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac urban,current,2023-08-01,2023-09-30,all,9604,1.0
Aug 2023,SOM,16955266,Awdal,Zeylac urban,current,2023-08-01,2023-09-30,3+,1440,0.15
Aug 2023,SOM,16955266,Awdal,Zeylac urban,current,2023-08-01,2023-09-30,1,3841,0.4
Aug 2023,SOM,16955266,Awdal,Zeylac urban,current,2023-08-01,2023-09-30,2,4321,0.45
Aug 2023,SOM,16955266,Awdal,Zeylac urban,current,2023-08-01,2023-09-30,3,960,0.1
Aug 2023,SOM,16955266,Awdal,Zeylac urban,current,2023-08-01,2023-09-30,4,480,0.05
Aug 2023,SOM,16955266,Awdal,Zeylac urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac urban,projected,2023-10-01,2023-12-31,all,9604,1.0
Aug 2023,SOM,16955266,Awdal,Zeylac urban,projected,2023-10-01,2023-12-31,3+,1440,0.15
Aug 2023,SOM,16955266,Awdal,Zeylac urban,projected,2023-10-01,2023-12-31,1,3841,0.4
Aug 2023,SOM,16955266,Awdal,Zeylac urban,projected,2023-10-01,2023-12-31,2,4321,0.45
Aug 2023,SOM,16955266,Awdal,Zeylac urban,projected,2023-10-01,2023-12-31,3,960,0.1
Aug 2023,SOM,16955266,Awdal,Zeylac urban,projected,2023-10-01,2023-12-31,4,480,0.05
Aug 2023,SOM,16955266,Awdal,Zeylac urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac idps,current,2023-08-01,2023-09-30,all,3528,1.0
Aug 2023,SOM,16955266,Awdal,Zeylac idps,current,2023-08-01,2023-09-30,3+,881,0.25
Aug 2023,SOM,16955266,Awdal,Zeylac idps,current,2023-08-01,2023-09-30,1,1411,0.4
Aug 2023,SOM,16955266,Awdal,Zeylac idps,current,2023-08-01,2023-09-30,2,1234,0.35
Aug 2023,SOM,16955266,Awdal,Zeylac idps,current,2023-08-01,2023-09-30,3,705,0.2
Aug 2023,SOM,16955266,Awdal,Zeylac idps,current,2023-08-01,2023-09-30,4,176,0.05
Aug 2023,SOM,16955266,Awdal,Zeylac idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac idps,projected,2023-10-01,2023-12-31,all,3528,1.0
Aug 2023,SOM,16955266,Awdal,Zeylac idps,projected,2023-10-01,2023-12-31,3+,528,0.15
Aug 2023,SOM,16955266,Awdal,Zeylac idps,projected,2023-10-01,2023-12-31,1,1587,0.45
Aug 2023,SOM,16955266,Awdal,Zeylac idps,projected,2023-10-01,2023-12-31,2,1411,0.4
Aug 2023,SOM,16955266,Awdal,Zeylac idps,projected,2023-10-01,2023-12-31,3,352,0.1
Aug 2023,SOM,16955266,Awdal,Zeylac idps,projected,2023-10-01,2023-12-31,4,176,0.05
Aug 2023,SOM,16955266,Awdal,Zeylac idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama idps,current,2023-08-01,2023-09-30,all,14022,1.0
Aug 2023,SOM,16955266,Awdal,Borama idps,current,2023-08-01,2023-09-30,3+,2804,0.2
Aug 2023,SOM,16955266,Awdal,Borama idps,current,2023-08-01,2023-09-30,1,4907,0.35
Aug 2023,SOM,16955266,Awdal,Borama idps,current,2023-08-01,2023-09-30,2,6309,0.45
Aug 2023,SOM,16955266,Awdal,Borama idps,current,2023-08-01,2023-09-30,3,2103,0.15
Aug 2023,SOM,16955266,Awdal,Borama idps,current,2023-08-01,2023-09-30,4,701,0.05
Aug 2023,SOM,16955266,Awdal,Borama idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama idps,projected,2023-10-01,2023-12-31,all,14022,1.0
Aug 2023,SOM,16955266,Awdal,Borama idps,projected,2023-10-01,2023-12-31,3+,3505,0.25
Aug 2023,SOM,16955266,Awdal,Borama idps,projected,2023-10-01,2023-12-31,1,4206,0.3
Aug 2023,SOM,16955266,Awdal,Borama idps,projected,2023-10-01,2023-12-31,2,6309,0.45
Aug 2023,SOM,16955266,Awdal,Borama idps,projected,2023-10-01,2023-12-31,3,2804,0.2
Aug 2023,SOM,16955266,Awdal,Borama idps,projected,2023-10-01,2023-12-31,4,701,0.05
Aug 2023,SOM,16955266,Awdal,Borama idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki,current,2023-08-01,2023-09-30,all,36838,1.0
Aug 2023,SOM,16955266,Awdal,Baki,current,2023-08-01,2023-09-30,3+,5524,0.15
Aug 2023,SOM,16955266,Awdal,Baki,current,2023-08-01,2023-09-30,1,14735,0.4
Aug 2023,SOM,16955266,Awdal,Baki,current,2023-08-01,2023-09-30,2,16577,0.45
Aug 2023,SOM,16955266,Awdal,Baki,current,2023-08-01,2023-09-30,3,3683,0.1
Aug 2023,SOM,16955266,Awdal,Baki,current,2023-08-01,2023-09-30,4,1841,0.05
Aug 2023,SOM,16955266,Awdal,Baki,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki,projected,2023-10-01,2023-12-31,all,36838,1.0
Aug 2023,SOM,16955266,Awdal,Baki,projected,2023-10-01,2023-12-31,3+,3683,0.1
Aug 2023,SOM,16955266,Awdal,Baki,projected,2023-10-01,2023-12-31,1,18419,0.5
Aug 2023,SOM,16955266,Awdal,Baki,projected,2023-10-01,2023-12-31,2,14735,0.4
Aug 2023,SOM,16955266,Awdal,Baki,projected,2023-10-01,2023-12-31,3,3683,0.1
Aug 2023,SOM,16955266,Awdal,Baki,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Awdal,Baki,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac (1),current,2023-08-01,2023-09-30,all,45221,1.0
Aug 2023,SOM,16955266,Awdal,Zeylac (1),current,2023-08-01,2023-09-30,3+,11305,0.25
Aug 2023,SOM,16955266,Awdal,Zeylac (1),current,2023-08-01,2023-09-30,1,18088,0.4
Aug 2023,SOM,16955266,Awdal,Zeylac (1),current,2023-08-01,2023-09-30,2,15827,0.35
Aug 2023,SOM,16955266,Awdal,Zeylac (1),current,2023-08-01,2023-09-30,3,9044,0.2
Aug 2023,SOM,16955266,Awdal,Zeylac (1),current,2023-08-01,2023-09-30,4,2261,0.05
Aug 2023,SOM,16955266,Awdal,Zeylac (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Zeylac (1),projected,2023-10-01,2023-12-31,all,45221,1.0
Aug 2023,SOM,16955266,Awdal,Zeylac (1),projected,2023-10-01,2023-12-31,3+,6783,0.15
Aug 2023,SOM,16955266,Awdal,Zeylac (1),projected,2023-10-01,2023-12-31,1,20349,0.45
Aug 2023,SOM,16955266,Awdal,Zeylac (1),projected,2023-10-01,2023-12-31,2,18088,0.4
Aug 2023,SOM,16955266,Awdal,Zeylac (1),projected,2023-10-01,2023-12-31,3,4522,0.1
Aug 2023,SOM,16955266,Awdal,Zeylac (1),projected,2023-10-01,2023-12-31,4,2261,0.05
Aug 2023,SOM,16955266,Awdal,Zeylac (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama idps rural,current,2023-08-01,2023-09-30,all,3543,1.0
Aug 2023,SOM,16955266,Awdal,Borama idps rural,current,2023-08-01,2023-09-30,3+,885,0.25
Aug 2023,SOM,16955266,Awdal,Borama idps rural,current,2023-08-01,2023-09-30,1,1240,0.35
Aug 2023,SOM,16955266,Awdal,Borama idps rural,current,2023-08-01,2023-09-30,2,1417,0.4
Aug 2023,SOM,16955266,Awdal,Borama idps rural,current,2023-08-01,2023-09-30,3,708,0.2
Aug 2023,SOM,16955266,Awdal,Borama idps rural,current,2023-08-01,2023-09-30,4,177,0.05
Aug 2023,SOM,16955266,Awdal,Borama idps rural,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Borama idps rural,projected,2023-10-01,2023-12-31,all,3543,1.0
Aug 2023,SOM,16955266,Awdal,Borama idps rural,projected,2023-10-01,2023-12-31,3+,708,0.2
Aug 2023,SOM,16955266,Awdal,Borama idps rural,projected,2023-10-01,2023-12-31,1,1417,0.4
Aug 2023,SOM,16955266,Awdal,Borama idps rural,projected,2023-10-01,2023-12-31,2,1417,0.4
Aug 2023,SOM,16955266,Awdal,Borama idps rural,projected,2023-10-01,2023-12-31,3,531,0.15
Aug 2023,SOM,16955266,Awdal,Borama idps rural,projected,2023-10-01,2023-12-31,4,177,0.05
Aug 2023,SOM,16955266,Awdal,Borama idps rural,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki urban,current,2023-08-01,2023-09-30,all,1365,1.0
Aug 2023,SOM,16955266,Awdal,Baki urban,current,2023-08-01,2023-09-30,3+,204,0.15
Aug 2023,SOM,16955266,Awdal,Baki urban,current,2023-08-01,2023-09-30,1,546,0.4
Aug 2023,SOM,16955266,Awdal,Baki urban,current,2023-08-01,2023-09-30,2,614,0.45
Aug 2023,SOM,16955266,Awdal,Baki urban,current,2023-08-01,2023-09-30,3,136,0.1
Aug 2023,SOM,16955266,Awdal,Baki urban,current,2023-08-01,2023-09-30,4,68,0.05
Aug 2023,SOM,16955266,Awdal,Baki urban,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Awdal,Baki urban,projected,2023-10-01,2023-12-31,all,1365,1.0
Aug 2023,SOM,16955266,Awdal,Baki urban,projected,2023-10-01,2023-12-31,3+,204,0.15
Aug 2023,SOM,16955266,Awdal,Baki urban,projected,2023-10-01,2023-12-31,1,546,0.4
Aug 2023,SOM,16955266,Awdal,Baki urban,projected,2023-10-01,2023-12-31,2,614,0.45
Aug 2023,SOM,16955266,Awdal,Baki urban,projected,2023-10-01,2023-12-31,3,136,0.1
Aug 2023,SOM,16955266,Awdal,Baki urban,projected,2023-10-01,2023-12-31,4,68,0.05
Aug 2023,SOM,16955266,Awdal,Baki urban,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,current,2023-08-01,2023-09-30,all,2270,1.0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,current,2023-08-01,2023-09-30,3+,453,0.2
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,current,2023-08-01,2023-09-30,1,908,0.4
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,current,2023-08-01,2023-09-30,2,908,0.4
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,current,2023-08-01,2023-09-30,3,340,0.15
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,current,2023-08-01,2023-09-30,4,113,0.05
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,projected,2023-10-01,2023-12-31,all,2270,1.0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,projected,2023-10-01,2023-12-31,3+,227,0.1
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,projected,2023-10-01,2023-12-31,1,1135,0.5
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,projected,2023-10-01,2023-12-31,2,908,0.4
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,projected,2023-10-01,2023-12-31,3,227,0.1
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,projected,2023-10-01,2023-12-31,4,0,0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Berbera idps rural,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),current,2023-08-01,2023-09-30,all,157199,1.0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),current,2023-08-01,2023-09-30,3+,47158,0.3
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),current,2023-08-01,2023-09-30,1,47159,0.3
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),current,2023-08-01,2023-09-30,2,62879,0.4
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),current,2023-08-01,2023-09-30,3,39299,0.25
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),current,2023-08-01,2023-09-30,4,7859,0.05
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),projected,2023-10-01,2023-12-31,all,157199,1.0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),projected,2023-10-01,2023-12-31,3+,47158,0.3
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),projected,2023-10-01,2023-12-31,1,47159,0.3
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),projected,2023-10-01,2023-12-31,2,62879,0.4
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),projected,2023-10-01,2023-12-31,3,39299,0.25
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),projected,2023-10-01,2023-12-31,4,7859,0.05
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa (1),projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,current,2023-08-01,2023-09-30,all,8560,1.0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,current,2023-08-01,2023-09-30,3+,1712,0.2
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,current,2023-08-01,2023-09-30,1,2996,0.35
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,current,2023-08-01,2023-09-30,2,3852,0.45
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,current,2023-08-01,2023-09-30,3,1284,0.15
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,current,2023-08-01,2023-09-30,4,428,0.05
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,current,2023-08-01,2023-09-30,5,0,0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,projected,2023-10-01,2023-12-31,all,8560,1.0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,projected,2023-10-01,2023-12-31,3+,2140,0.25
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,projected,2023-10-01,2023-12-31,1,2568,0.3
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,projected,2023-10-01,2023-12-31,2,3852,0.45
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,projected,2023-10-01,2023-12-31,3,1712,0.2
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,projected,2023-10-01,2023-12-31,4,428,0.05
Aug 2023,SOM,16955266,Woqooyi Galbeed,Gebiley idps,projected,2023-10-01,2023-12-31,5,0,0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa Urban,current,2023-08-01,2023-09-30,all,99901,1.0
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa Urban,current,2023-08-01,2023-09-30,3+,14985,0.15
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa Urban,current,2023-08-01,2023-09-30,1,39960,0.4
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa Urban,current,2023-08-01,2023-09-30,2,44955,0.45
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa Urban,current,2023-08-01,2023-09-30,3,9990,0.1
Aug 2023,SOM,16955266,Woqooyi Galbeed,Hargeysa Urban,current,2023-08-01,2023-09-30,4,4995,0.05
